x,y,feature,weight,rating
1.749027093115263,60.5208438570373,feature_55,0.009433962264150943,4.486713685268988
89.15732671802584,47.86112188899059,feature_19,0.009708737864077669,2.2603501185702055
28.486116747391833,36.75380662716656,feature_96,0.012658227848101266,4.903167502232207
29.89763774589579,64.11554468505668,feature_79,0.010309278350515464,4.94858583483316
79.20342606554294,53.46271343928638,feature_47,0.010309278350515464,4.0628060999022555
32.447059747822884,3.6307620387803996,feature_31,0.010752688172043012,4.262812756489036
86.47103866902583,89.48019644662558,feature_31,0.010752688172043012,4.327088717949218
44.75126322138742,32.726241102565126,feature_71,0.010638297872340425,4.577669819687869
54.82299063500942,82.54897041931618,feature_14,0.010638297872340425,3.828487759413017
35.71719948299895,84.62251988920345,feature_93,0.011627906976744186,1.7233810966104106
11.23120253927098,83.28045514272135,feature_54,0.010416666666666666,4.132880508569206
14.189715484829712,17.240179786570497,feature_92,0.010101010101010102,1.3502101557519923
44.49590767121849,2.752698768960815,feature_66,0.010309278350515464,3.2847865301399124
73.19802251869119,9.174726946610933,feature_89,0.009615384615384616,2.548138349560024
46.010122819627156,15.046461788271781,feature_90,0.009615384615384616,1.2489118323053425
59.27444089753724,6.127906384271387,feature_99,0.008771929824561403,2.2773886346935863
33.67138574290812,8.670962094871303,feature_77,0.010526315789473684,1.6089194994843314
45.442782082828984,33.75077150803044,feature_36,0.009615384615384616,1.3656704560188349
18.712777283052475,30.884916638695337,feature_38,0.01098901098901099,2.5042880721663288
40.883521327671055,3.5358503269026564,feature_55,0.009433962264150943,1.5382341207078478
13.210203994591607,72.94072957570427,feature_48,0.00980392156862745,1.2698575101139755
3.7110314984838633,77.00416753628458,feature_90,0.009615384615384616,3.066582552490756
8.198783075111105,40.77857514945704,feature_27,0.010752688172043012,2.0110151052301
21.34399510803413,49.6198200658839,feature_91,0.010101010101010102,3.1268595022366314
54.52292637147477,74.33826837777477,feature_80,0.00909090909090909,4.228570636006357
65.50663483734725,59.00878933525171,feature_88,0.009009009009009009,2.974398720281053
58.87879158121309,72.41005165839604,feature_20,0.00909090909090909,4.609168945030182
57.49835871510092,46.14924796508097,feature_51,0.008064516129032258,3.912310973006603
33.468531768569434,91.73881774397242,feature_54,0.010416666666666666,4.530116717312348
38.05724386969411,62.59931597371985,feature_62,0.009523809523809525,1.6694939109960094
40.16406919272847,78.62666483448174,feature_89,0.009615384615384616,3.9293701916044843
67.93248321388418,37.21369895633872,feature_54,0.010416666666666666,2.4564730092099905
14.617642058355408,35.55087585471176,feature_34,0.010869565217391304,2.7232792107072967
78.87842182981358,72.6926275289869,feature_97,0.009174311926605505,3.6184258196492602
3.742705562434445,49.14340636393523,feature_50,0.010526315789473684,2.970111938020125
61.36303874864167,7.578499151263118,feature_8,0.010752688172043012,4.0888375415045015
15.206782544023678,59.63437504321919,feature_72,0.011764705882352941,4.907140488310716
77.18770501486095,21.90604341807689,feature_45,0.010869565217391304,3.345080598134711
26.311903992324414,14.587441209980522,feature_82,0.011363636363636364,1.519377325292282
77.19692297981489,49.33885481928346,feature_13,0.011235955056179775,4.556813302034126
28.745234843413147,59.302833879044734,feature_77,0.010526315789473684,2.0255753350140675
65.16793740025007,86.62525056315,feature_52,0.012048192771084338,1.1214374065759833
95.05888386030897,37.89343510736997,feature_37,0.009009009009009009,1.780926727841536
91.84743424662997,37.10888467276503,feature_45,0.010869565217391304,2.462622684947554
16.478338022933325,39.10821160816626,feature_74,0.009615384615384616,3.9428326512307548
